gene	GSM2611337
TMEM178A	2.00
SLC9A3R1	12.73
TMC3	6.99
C9orf152	7.51
CHAMP1	11.26
NCK2	10.95
RXFP1	6.13
ZYG11A	3.00
ZC3H12B	7.18
PDC	0.00
USP47	13.02
C5AR2	5.98
RNF145	11.17
ARRDC4	12.79
PPP1R10	13.57
ZDHHC20	11.25
TSN	10.31
RIOK3	12.31
IL1RAPL1	2.81
VPS41	11.18
NDFIP2	11.82
FAT2	14.18
C12orf65	8.01
CERS1	6.51
CKB	8.65
CCKBR	0.00
HECTD1	14.70
UGT1A6	12.86
PCYT1A	11.19
REL	11.89
HINT1	11.35
C2orf73	0.00
UFC1	10.35
DMBT1	3.91
UBA7	9.60
FBXO2	6.09
PRR14	11.16
LRRC3B	0.00
SLC26A3	8.88
RET	10.13
OR5I1	0.00
DTL	8.14
SFXN1	11.01
TTC9C	9.75
IL24	5.04
IPPK	11.46
RTN1	2.32
FAM57B	4.09
SCOC	9.42
FOXD3	5.93
LIN7A	5.75
CEND1	2.00
SERPINE3	4.09
CGGBP1	12.78
BRD7	10.89
MYLK4	5.25
LRP1B	1.58
MUC5B	5.91
HLX	6.54
PNKP	9.59
MCTP2	10.42
FPR1	0.00
AAR2	10.77
CBL	11.00
KLHL4	5.86
MAATS1	6.41
COQ10A	8.24
TLR7	4.86
PPP4R2	13.03
FBXO21	10.62
ACSL3	12.27
MEF2B	6.61
SCAPER	10.72
SNX16	8.99
ATP6V1D	10.93
EPOR	2.81
ALPI	2.32
DNAAF4	3.91
PEX6	10.38
OR4F29	0.00
GCNT7	6.04
ENTPD6	9.45
PAK1IP1	10.84
SLK	13.54
TFB1M	7.58
CBFA2T3	6.44
NHSL1	10.48
BDNF	4.46
STXBP1	10.54
RAB9A	10.09
CCDC188	3.58
SESN2	12.94
FASTKD2	8.59
CHRNA5	4.70
NEU3	9.55
GEMIN7	8.56
SLC12A6	11.96
ASPRV1	3.17
OMD	4.46
PPP1R12C	11.82
CDC5L	11.94
TIMM8A	8.63
LTB	8.24
MAN2A1	13.24
ETV5	9.30
KHDRBS3	8.91
ENOPH1	9.85
OR1A1	0.00
R3HDM1	10.67
MLLT10	11.38
DNAI1	5.17
SLC25A10	9.88
LAG3	8.56
ANKDD1A	2.32
FGF20	1.58
LAMP5	0.00
SDC2	10.90
KCNG4	4.81
SLITRK2	4.75
CEP131	8.16
DCN	16.50
PDHB	11.02
PCSK2	6.44
ECE1	12.57
TSC22D3	13.20
GNG5	12.36
MYH7B	5.61
MIPEP	8.83
HK2	14.47
STOML1	8.72
ZNF329	8.48
DGAT2L6	4.70
MKRN1	11.03
CD55	9.69
PLEKHA8	9.12
AHCTF1	13.35
PPRC1	12.21
GGA1	11.34
ZFAND1	8.21
IMPG2	5.88
ZNF236	11.35
RNASE4	11.45
PRPF40B	10.65
ST8SIA5	2.32
MED25	11.42
CAMK2B	6.25
NR3C1	12.54
MYLPF	5.52
SMG6	11.86
STAB1	9.54
PIK3CA	12.06
CPTP	9.71
CNOT6L	11.90
CAPZB	12.79
PBXIP1	11.79
NUF2	6.00
FOXL2	1.00
IDUA	8.88
MTHFR	10.77
CUTA	10.03
ATRX	13.26
DNASE2	8.74
PRSS23	12.41
PTPN22	12.39
INSR	11.56
HACE1	9.74
FAM114A2	11.13
GORASP1	9.49
LONRF1	10.31
SUCO	14.62
PTBP2	10.92
GORASP2	12.90
CEBPZ	11.66
PDGFA	12.39
KCNH7	6.25
ANO7	5.70
MRPS18B	10.43
IGLL1	1.58
TAAR9	0.00
SAG	8.01
DYNC1I1	5.70
VAMP3	10.76
NAPSA	8.22
MAP1LC3B	12.84
CLPTM1	12.65
A3GALT2	9.36
ZC3H10	10.46
MRGPRF	5.64
C3orf62	6.09
ZNF358	9.25
OR2D3	1.00
JDP2	10.32
CATSPER1	0.00
SCN10A	0.00
LKAAEAR1	0.00
ANKRD65	4.32
ZBTB43	10.73
BDH2	4.64
IMPA2	8.88
H2AFV	9.81
TBC1D24	8.34
HS3ST2	0.00
TCEAL6	5.52
HTRA1	12.28
HDAC1	10.71
ZNF202	8.33
MED11	9.36
CYBRD1	4.86
KIF1B	12.31
TUSC3	10.44
RGS22	3.00
TLCD2	9.04
SYNPO2L	5.67
RRP8	11.19
ABAT	8.86
TMX4	10.36
NEURL4	11.15
HS3ST6	3.91
TCP11X2	0.00
TMEM184B	10.76
HSPA13	11.02
PALB2	7.09
CNBP	13.98
RORA	12.46
TMTC2	9.63
NSL1	6.13
PCDH17	6.81
FBXO24	3.58
SFTPC	1.00
MED13L	12.98
CDK5RAP1	7.70
RNLS	5.46
HSD11B2	5.13
EXOC4	11.53
RINT1	10.21
CARHSP1	12.83
CYGB	8.73
ACTA1	5.70
SV2C	5.75
GLI3	11.28
ATRAID	9.98
CHPF	10.60
FAIM	8.77
TTC25	6.49
HNRNPL	13.29
VAMP8	11.79
ZBTB8A	8.69
POLE	7.98
YEATS2	11.30
PHF8	10.83
NAGK	9.17
PC	9.98
MKLN1	12.40
HMGXB3	11.85
DDA1	10.81
PATE2	3.70
PIAS1	11.47
FAM81B	1.58
ZCWPW1	8.17
INPP5J	6.38
KCNK6	8.21
CRYBB1	0.00
SLC22A4	6.39
YBX3	13.92
HCRTR1	2.00
HIST1H2AD	5.86
NUS1	11.07
ANKRD12	11.55
GFRA2	6.61
GPR26	4.86
RBP2	1.58
SH3PXD2B	13.11
DUPD1	1.00
CHIC1	8.60
RECQL4	6.54
C12orf71	6.95
SMARCD2	12.05
ZBTB16	12.59
CTSS	8.65
DUOX2	6.55
RDH13	9.71
TBX1	5.04
ZNF846	7.25
ORAI1	9.67
RASL11B	11.35
ODC1	14.31
MC5R	1.00
LAPTM5	12.40
PLD1	11.10
RSAD2	7.38
FNTB	9.22
FUT8	11.25
CHCHD6	7.67
WDR64	2.58
OR2T1	0.00
ATG4D	9.74
ANKRD11	14.45
C1QTNF4	6.23
PAX2	1.00
KLHL28	8.58
RRAGD	8.93
INO80	12.02
PILRA	3.91
FBXL14	10.85
ATP10B	7.09
TMEM51	12.00
PCIF1	11.44
PMPCB	11.23
100507656	3.58
SLC38A2	15.14
GK2	0.00
INO80E	10.25
UCHL5	9.62
PRKAA1	11.48
ADCY1	12.71
ZAR1	3.70
PRICKLE2	8.23
USP49	9.48
SHISA8	4.86
CHRM2	2.00
HACD3	10.77
CARM1	11.22
TBL2	9.93
HNRNPA2B1	13.63
COL1A2	10.78
ACD	9.34
CLEC1A	4.46
PDXK	11.02
GALNT2	12.81
TAPBP	12.78
ARRDC3	12.24
CDC6	6.77
NRAP	8.49
CD63	12.19
GRAMD1B	10.35
PLXNA1	12.64
DCUN1D3	10.66
MRPS18C	8.37
CENPO	7.82
KCTD14	5.91
ATAD2B	10.39
MYBPC1	2.00
FAH	10.79
PIP4K2B	10.51
POLD4	9.68
ABCB10	9.49
SPTBN1	14.02
ELAVL4	3.70
FUT9	9.85
RELB	12.08
KCNN3	7.75
RRM2B	9.65
PACS2	11.19
GPAT2	5.61
FNDC4	8.43
GATD3A	9.89
TMEM19	8.85
GALNS	8.77
TCF24	6.63
RNASEL	8.90
TWISTNB	10.42
STX11	11.26
ERP44	12.29
CRP	5.25
KRT4	9.31
SERPINC1	6.92
PIH1D2	5.43
ESYT2	13.74
GPA33	4.25
ECSIT	9.35
POLR3C	10.03
VAPA	12.65
MC1R	5.95
KITLG	13.21
ERG	5.29
FCN1	0.00
TMC1	2.32
NDUFB11	10.92
GDAP1	4.86
TTC32	6.54
HIST1H2BF	10.12
RBCK1	10.73
ATP13A3	13.58
PSMG3	6.69
MTO1	9.62
DTNB	12.02
ATG3	12.11
RBM38	10.04
KCNA2	7.09
ADCY5	7.89
INTS12	9.59
BAZ2A	11.90
TPST1	10.42
NANOG	4.86
ZC2HC1C	8.58
CCNJ	8.17
RFESD	7.20
TRPM8	0.00
SKI	13.52
SRMS	4.00
IPO13	11.07
UBE2C	5.81
TIGAR	7.39
STK32A	5.36
LAIR1	6.55
C11orf52	8.38
COL1A1	10.03
MAP4K3	12.21
PCDHB16	5.95
PIGN	11.36
KIAA1211L	10.35
FADS1	12.20
SYP	6.15
DNAL4	8.55
CLEC12A	6.19
CIT	6.27
OAZ3	5.46
C7orf31	5.25
TP53I13	8.74
CIDEA	4.17
TMEM53	6.75
WASF2	12.25
CCDC126	8.15
C2orf80	4.52
FTL	15.41
KCNH3	4.00
TMEM243	9.78
MYOCD	6.04
CEP250	9.97
C4orf36	2.00
NDUFAF2	8.33
TEF	11.21
ZBTB12	7.48
ASB8	8.62
RABGAP1L	11.49
MAST3	10.26
FAM19A5	8.75
HOXD1	3.58
LYVE1	10.39
UBE2V1	12.36
FLI1	9.71
GSTT2	7.34
CSF1	10.75
C1QL3	1.58
HBS1L	12.25
LRRC58	14.14
E2F5	9.49
RNF4	12.98
PMFBP1	0.00
AFF1	14.31
ZNF521	7.58
ENG	8.85
KRT20	4.64
HIST1H3D	10.38
STAU2	9.62
FAM181A	1.58
CFH	12.82
ODF3L2	0.00
TBC1D5	10.66
GBF1	11.86
LRP8	7.75
OR8K3	0.00
SERPING1	10.98
UNC5CL	2.00
ZNF627	8.15
NECAB2	6.02
CLYBL	7.58
TMEM178B	5.58
TOR3A	10.08
TCF7L1	9.10
KIAA0825	6.81
PBX3	7.81
TOMM20	12.44
OR8A1	0.00
CST6	6.15
MAT2B	10.23
AGAP2	9.92
LAMA1	12.83
BBS1	8.32
PLVAP	5.43
PLAU	10.95
PROK2	1.58
TTC23	8.23
PCSK5	11.96
OR4M1	0.00
FSCN1	9.46
VSTM2B	4.25
GMIP	9.71
FGF14	3.32
OR9G4	0.00
ARID5B	12.76
ATP5F1C	12.15
OSGIN1	13.03
ARSA	8.71
SAMSN1	9.91
RNF34	10.08
C20orf194	10.77
MSR1	1.00
RPRD1A	8.68
KLHL36	7.80
AEBP2	13.96
ISL2	5.58
CCDC36	5.98
AMBP	3.17
CCDC127	10.75
MXI1	10.57
CLTB	13.06
PHKA1	9.76
CASP2	10.01
GRHPR	9.19
TBXAS1	7.53
THUMPD1	10.88
CYP2J2	9.59
HAUS4	7.01
CDC23	10.27
BLM	8.49
LYZL4	4.86
CCDC183	4.25
PRNP	12.01
MADD	10.93
SLC34A2	6.83
OR52E2	0.00
ERCC6L	6.63
OAS2	2.81
TTLL3	8.57
RAD23B	14.03
ANKLE1	5.55
TXNDC9	11.13
ARMCX6	7.59
PPP1R13B	11.59
ABL1	12.80
RNF111	11.76
GJC1	7.63
CDK6	11.21
DNASE2B	1.00
ASB12	0.00
ARID4B	12.43
OR52E8	0.00
SS18L1	9.03
PLEK	10.36
SREBF1	12.58
SELENBP1	9.84
PRC1	9.57
PICALM	15.54
NMNAT2	7.99
DNAJC18	9.71
SMO	11.52
OR5K2	0.00
OR6N1	0.00
RAB5A	12.26
FRRS1	9.58
FAM151B	5.81
MYCBP	8.93
CX3CR1	6.00
LRRC75A	8.85
DERA	8.33
NPY1R	6.78
CLDN12	10.06
KHDC3L	2.32
PLSCR3	9.77
LIF	12.12
PSMA8	0.00
NTSR1	1.00
FCGR2B	6.25
SOWAHC	13.09
FAM216A	8.43
TNFAIP8L2	6.49
ZNF750	7.03
MOG	2.00
FAM91A1	12.74
TRADD	8.36
FAM210B	10.86
PDZD11	9.38
MEP1B	1.58
TAF11	8.83
EXT1	13.28
RNF113A	8.45
SVOP	2.81
THSD7B	6.07
GIPR	2.81
STARD8	8.17
UQCRC1	12.15
SPINK4	2.00
MRTFA	11.67
SLC25A20	10.41
CYR61	16.92
CASD1	9.51
PPP1R27	4.17
OVGP1	6.91
BHLHA9	0.00
MICALL2	8.06
PAPPA	7.98
CSRNP1	14.84
FADS2	11.19
NPM1	14.52
HMCES	9.86
HNRNPF	14.82
SSR4	12.34
SLC2A2	5.09
HEXB	10.55
FAM189B	7.03
CCDC68	9.68
UBE2G2	11.91
ADGRD1	5.36
REM1	5.36
SP9	4.75
TMEM89	1.58
FBXO31	9.79
AFM	0.00
STEAP4	12.66
OR4A47	0.00
PCGF6	8.97
MRPL33	9.12
PPP2R1A	13.33
SSSCA1	9.76
RNF5	8.66
RFC2	9.68
SLC6A15	3.70
CAPN11	2.00
PLCB2	7.69
PROM2	12.13
DR1	11.10
TSSK3	2.81
JAM3	6.21
SEPT3	6.67
TULP1	6.98
METTL2A	9.94
PRKACA	10.82
RPS12	13.45
SYTL1	10.65
PCED1B	8.59
HAUS8	8.94
ZHX2	11.83
HSPBP1	9.78
DROSHA	10.31
SLC24A1	6.02
ARHGEF10	11.06
KLF10	12.99
NODAL	3.81
CTNNB1	14.98
ZBTB7C	9.54
GCGR	2.00
SIRPA	11.11
SCP2	12.10
FAM171B	7.40
DTYMK	9.02
PRODH	10.53
RBM7	11.54
KLHL20	9.41
MGP	10.06
C8G	6.00
TEX37	0.00
PANK1	8.45
SPAG1	9.32
WEE1	13.03
POLL	8.22
RACK1	15.34
RAP1GAP2	8.75
FILIP1L	11.70
ENOX1	6.63
MST1R	3.46
GLT8D1	8.72
FCMR	5.70
CD300LD	5.73
DSG1	3.00
OSR1	4.52
MEI4	5.52
TMEM255A	5.13
SLC23A1	6.79
ASB6	10.86
PPP1R12A	13.73
FSTL5	3.58
OR8U1	0.00
CD3EAP	10.22
ACTR2	12.34
BUB1B	6.13
GLT1D1	6.63
SPINK7	0.00
BCL9	9.18
BBX	12.57
TNNT2	7.48
ASB18	6.11
GAPVD1	12.54
BMP2K	12.25
SLC7A11	11.94
BCAR3	11.78
PSMC2	11.70
ACADSB	11.61
INVS	9.57
TANGO2	9.59
SAYSD1	7.57
SLCO4C1	9.45
TRIM63	5.95
TMEM94	11.48
TAF4	10.61
ALKBH4	8.34
TAS2R60	4.86
TNFRSF18	9.34
G3BP1	14.09
GRIN2D	7.06
CCR1	5.39
TIMM17B	9.92
NDUFAB1	9.65
GPR151	4.52
FAM219A	7.66
PEX1	9.44
BCR	12.82
DHX29	10.49
MAPK1IP1L	12.25
MMD2	4.17
PRR18	6.04
NPPC	5.58
FAM76A	10.47
HSP90AA1	16.47
DPH7	7.95
CCDC43	9.53
ZRSR2	10.56
DMTN	8.68
HIST2H3A	10.71
DPH5	9.56
BPIFB3	0.00
ROPN1	0.00
DNAH12	3.91
CCNL1	14.59
GCNT2	12.91
RPS14	14.18
ITGB8	12.35
RPS6KB1	11.85
GIMAP7	7.16
GAS2L1	9.67
URB2	11.25
CNKSR3	11.71
GC	0.00
KHK	9.20
CRYBA4	1.00
ARIH1	13.29
EHD3	8.46
CCDC15	7.24
MTNR1B	0.00
RPA2	8.73
REG1B	7.00
RCOR1	12.13
RPL5	10.92
PLCB1	11.55
CLCA1	5.70
ZBED6	10.61
SLC7A6OS	10.78
TM2D3	8.30
PEX7	9.23
RAB44	4.39
KCP	5.98
HPS4	9.36
ZMAT1	7.46
NT5C3A	10.18
MISP	5.75
KCNH6	1.00
NR0B2	1.00
TEKT5	5.00
ST3GAL5	7.38
CAMK2A	4.70
GSX1	0.00
FANCM	9.42
CIRBP	10.12
DEK	12.14
KDM5A	12.65
SP4	10.75
MROH2B	2.00
HAAO	4.00
RING1	9.58
AVPI1	9.54
CD82	11.84
DNASE1L3	6.39
MBOAT1	11.12
C8orf58	5.91
RIMKLB	9.07
TUBD1	6.73
MTOR	11.99
NFAM1	4.46
SLCO1C1	2.58
STARD3NL	8.03
PDK2	9.51
MAP1B	13.66
MYF5	0.00
NSUN4	8.99
SPINT2	13.58
SLC2A8	8.76
PAQR6	6.74
APCDD1	10.53
MID2	10.65
DSG3	3.17
IGFBP5	15.48
SLC35D3	6.21
MBD3L5	1.58
CHI3L1	6.52
VWA5B1	3.81
OPN3	6.73
C1QTNF9B	3.00
ANLN	7.38
SCARF2	10.82
CCDC93	9.91
XYLT2	9.46
KLHL35	6.39
HPS1	9.58
MRPL1	8.96
PEX13	10.27
MCL1	14.06
HBE1	0.00
NR5A2	2.00
C1QL2	1.58
EFCAB14	10.98
MMP11	5.04
TMA7	10.02
SBK1	8.19
RNF222	2.81
RBM5	12.64
OR7G3	0.00
CDKL4	4.00
FTMT	0.00
PPIE	9.87
ANGEL2	9.90
LCN10	0.00
OR4D5	0.00
RBM12B	9.91
PURG	6.44
EMC10	10.83
TRIM41	11.45
FANCF	6.25
TRMT44	8.85
ADGRG1	10.02
TPRKB	9.46
LYL1	4.91
PIP5K1C	11.48
AXL	14.80
SCGN	0.00
MAOA	10.32
ACIN1	13.26
PLCB4	10.65
ISPD	6.95
ZNF251	8.54
MPI	9.79
ARMCX4	7.14
ACSF2	11.73
IFFO1	8.36
LMO2	9.58
NUDT19	8.39
STAB2	6.29
STK10	10.91
LFNG	9.98
PNLIP	0.00
CLDN6	4.46
TMCC3	11.96
RPL19	15.33
SHROOM3	13.46
FBXO41	6.70
GBE1	10.71
RABGGTA	10.14
MYB	8.65
SCRN3	8.89
TGM1	9.96
PDLIM4	11.21
GFRA3	6.27
PPM1H	10.55
MICALCL	6.32
C1QBP	10.78
ZNF398	9.90
C1QB	7.36
HARBI1	7.96
KHNYN	11.16
LHX1	2.00
HIST1H2AC	5.39
OSGEPL1	7.74
UFM1	11.72
TMEM33	11.50
PDGFB	11.40
LARP7	11.01
CTXN1	5.21
MBOAT4	4.25
ZNF778	10.45
HAPLN4	5.25
RNF126	10.73
NAALADL1	2.00
GNB1L	6.64
RAB12	10.80
CD38	8.63
SSR2	12.20
TLR4	9.99
SLC30A5	11.37
CD59	6.32
DGKG	5.91
RHBG	5.04
FERMT3	9.54
ST13	12.59
RNF180	9.07
GMFB	11.77
GABPB2	11.54
METAP2	12.37
CHRD	5.67
SAV1	11.26
ZFHX4	5.39
PCYOX1	11.72
NOA1	8.42
WDR37	9.71
EPHA3	8.88
ANXA7	12.67
R3HDM2	10.55
MED21	9.21
TBC1D31	7.95
CCNA2	7.13
IFRD2	9.98
IL31RA	1.58
C10orf90	5.95
SNCB	0.00
NANOS3	3.17
VWA7	9.15
LNP1	2.32
MUM1L1	11.23
ABHD5	10.30
SDC3	11.53
TNFRSF11B	5.61
RANGAP1	12.52
ITGA7	8.60
AQP9	8.03
SEC22A	8.85
GNAT2	5.00
SPATA2L	7.67
SRBD1	8.61
ELOVL3	3.00
ZNF467	8.91
SYT12	9.19
ELF2	12.88
MTMR14	10.37
NOX3	0.00
TFDP2	11.40
SIGLEC15	2.58
TMEM126A	9.14
NOVA2	4.58
NAPEPLD	7.42
CRIPT	9.82
BCAR1	13.37
SDCBP	13.54
SLC27A1	10.98
REEP4	10.54
SMDT1	10.73
LRRC69	0.00
AP1G2	9.16
ZNF664	11.45
GCM2	2.81
BTBD8	4.64
PIGR	11.72
PALMD	7.19
TTC1	10.08
CYBB	6.92
NTAN1	10.15
ANXA9	5.36
EIF3H	13.10
CYP2A13	2.32
HS6ST3	2.58
EMC6	10.34
LY75	9.97
CCDC166	6.92
RNASEH1	8.49
C12orf43	9.37
LSMEM1	6.15
ZDBF2	6.89
NSUN2	12.62
PCDH8	4.86
CCL3L3	8.88
RPE	10.00
GNS	12.20
MCM8	6.83
MT-ND3	8.61
SLC6A7	2.00
CUL2	10.61
SUCLA2	11.06
RWDD3	6.58
MAP3K19	3.70
OR7C2	0.00
PI4KB	11.29
WSB1	13.62
SESN3	12.27
UBTF	12.53
EPN3	11.05
ADH5	11.23
PRLHR	2.00
CRYZL1	8.76
TAS2R31	0.00
GPR20	3.91
SLC9B1	3.70
PURA	11.02
VSX1	3.17
DOCK6	10.42
HVCN1	10.32
POLR3E	10.56
VEPH1	7.52
IDH1	10.52
RPS11	14.03
HSF1	10.91
SLC39A1	12.13
PRKCI	13.66
MUC5AC	2.58
TUBA8	6.70
ELFN1	7.43
MCRS1	9.93
NPSR1	0.00
ROGDI	9.85
HEXIM2	6.54
IRF7	10.61
SPINT4	0.00
STRA8	2.32
MAN2C1	11.36
ACTR10	10.50
KLF7	9.87
MIB2	10.52
WDR5B	6.48
EIF2B3	9.38
PAWR	13.20
HSPB1	15.91
CAMK2N1	10.00
OR2T4	0.00
TWF1	11.58
RUNX1	12.53
GHSR	1.58
PMP22	11.68
DCK	7.48
EEF1A2	2.32
SLC2A7	0.00
DPM1	11.05
SLC2A12	8.52
TANGO6	10.67
HOXB5	5.61
SFN	14.96
CIB4	2.81
PTPDC1	7.73
TMEM86A	4.95
MAVS	9.81
CROCC2	1.58
PRSS55	5.17
PHLDB2	13.16
REEP3	12.21
BACH1	13.12
ELOVL6	10.43
YKT6	11.88
ACADVL	11.55
KLHDC2	10.41
ERICH4	0.00
LIMK1	10.01
TPRG1L	11.62
TSPAN32	6.07
ERBB2	11.00
ZNF560	7.52
TAS1R1	6.49
KCNG2	6.30
ASTN2	7.07
CLGN	0.00
DNAJC17	7.55
GALNT10	10.64
HDAC4	12.07
NLRP2	3.17
CWC15	11.33
SERPINB4	0.00
GBP4	7.43
PPP1R3A	7.36
KIAA2013	11.23
ENPP7	0.00
IFNG	5.91
GJB5	4.46
ATP6V1B2	10.96
GRAMD2A	4.75
C1orf116	11.93
TIE1	7.98
HILPDA	10.32
TADA2B	10.02
CLEC5A	3.58
PYY	1.00
GPR179	9.14
ANGPT2	8.85
OR10G9	0.00
OTULIN	10.53
CAV1	11.97
MDM4	11.62
TRAK2	11.79
CD300LF	6.79
CFAP54	6.85
CHPF2	10.32
TMEM141	7.70
PITPNA	13.07
APP	15.21
AGRP	1.00
TTC30A	6.25
CYP3A5	0.00
UIMC1	10.61
OR4D11	1.00
INTS1	11.81
IRAK3	8.87
IMP3	9.95
AASDHPPT	9.72
ZZZ3	12.56
HSPA2	11.47
RAD51	5.78
HAND2	4.64
EIF3D	13.05
CLIP2	11.61
ATOH1	3.32
CYB5R4	10.10
LRP3	7.38
LTN1	10.99
TMEM132A	10.65
PDIA6	14.40
BARD1	6.51
AOC1	3.58
MEDAG	11.83
MON1A	9.55
FBXO44	7.53
IBSP	7.31
S100A8	2.58
CAB39	13.51
MSANTD1	5.61
HIST1H2BH	8.04
SBDS	12.17
GTF3C1	12.01
PSTK	9.30
ZNF32	8.19
ZNF76	9.33
CPSF4	10.03
MARCH10	2.00
THAP3	7.20
TXNDC8	0.00
NDUFB8	10.59
SYNM	10.00
WDR45	9.38
BAAT	2.32
ATP6V0A2	10.96
YWHAZ	14.81
FBXL19	10.54
CDH9	0.00
FLT3LG	7.71
HSPA12A	7.09
HIPK4	5.75
TDRD5	4.75
PPTC7	11.15
SEMA4B	11.82
TMEM248	12.44
KCNV1	1.00
CMSS1	7.67
CDH13	9.38
FGFR4	4.25
MLXIPL	7.17
ZNF512B	10.45
TMX1	10.58
OARD1	8.36
MFAP4	5.29
PSD3	12.40
ERLEC1	10.16
MTRF1L	8.13
PWWP2B	10.10
FBXL7	5.46
TIMM10B	9.39
CMPK2	6.46
ATP13A1	11.92
DOLPP1	8.62
WNT3A	5.04
CRB2	3.58
COL14A1	7.58
KIF17	4.70
GNG8	1.58
C6orf201	1.00
TMC4	11.83
CXorf56	10.99
DAXX	10.49
PAIP2	11.98
HOXA5	7.30
MOB3B	7.85
PTRH2	8.83
OR6K6	0.00
MANBAL	9.16
INTS9	8.97
BRPF1	11.76
EMC9	8.20
SLC22A24	4.75
SH3RF2	9.11
C7	4.58
HSPB11	8.36
VPS33B	9.75
AP1S1	9.04
NR1D1	11.61
CHN2	13.29
NWD1	5.39
PSKH1	9.94
GDF15	9.09
WRAP73	8.16
ZC3H18	12.90
ANKFY1	12.16
PRRG4	8.76
KLC1	10.84
HMOX2	10.59
ATAD3A	11.46
FAM222A	8.81
SBF2	12.16
GLIS2	9.16
GSTO1	12.00
RTCA	9.07
ACAT2	9.72
GM2A	11.09
COMMD9	8.63
TRAPPC8	11.62
GRID2IP	3.17
TAF5L	11.35
MYO3A	0.00
TRAF3	10.93
AXIN1	12.23
SERPINE1	12.01
IL12RB1	7.17
PROS1	10.66
CRHR1	0.00
SUSD1	6.66
GLCE	11.51
ARMC10	10.08
WNT7A	1.58
APBB2	11.81
HIBCH	8.94
DGCR2	11.80
ZNF142	10.80
ECD	10.54
DGKZ	11.10
TNIP1	11.59
ABCA8	7.64
NCBP1	11.29
ELP6	7.62
TBR1	4.52
APOC4	7.26
DMP1	4.75
ZNF688	7.20
POU4F3	2.00
DPPA5	0.00
AGFG1	11.81
B3GNT9	7.26
EED	10.86
HES3	1.00
KLC3	9.43
SLIT1	3.81
HOMER3	9.45
PKM	14.91
SRCAP	12.81
RNF168	9.56
B4GALT4	9.80
MGMT	7.81
CXorf38	10.16
GSS	10.19
OSBP2	7.13
VRK2	8.31
VGLL3	6.74
PECR	8.07
NEK4	8.79
MYO7A	5.73
HTR1F	0.00
TTLL1	8.23
GTPBP10	9.05
GNRH1	4.32
CAD	11.14
THBS4	2.81
NSG1	7.51
SLU7	11.40
SKA1	4.39
KRT14	15.79
CNTN6	2.58
CTIF	9.42
SMARCC1	11.01
PRSS53	8.08
FAM174A	8.12
H2AFJ	10.04
ARHGEF11	12.37
LPCAT1	8.62
SNRNP48	10.25
SPATA5	10.66
HCAR1	1.00
ARPC2	13.77
SEMA6B	6.63
SH2B3	11.83
FRRS1L	5.61
TNFRSF10A	10.67
EDN2	5.13
PEX19	10.19
PDIA2	5.36
GUSB	10.22
PGC	0.00
KIF26B	6.86
TBC1D14	8.92
SYCE1L	2.32
C18orf32	10.41
VHL	9.05
HCLS1	9.66
YAP1	13.93
WWP1	12.26
NCR1	6.00
ATF4	15.46
RPS4Y1	15.30
HEMK1	8.50
SPERT	0.00
DNAJC5B	0.00
BMP1	12.01
FANCG	7.17
DPH2	8.03
KIFC1	7.30
DEFB119	0.00
MRFAP1	13.03
TRPV4	10.11
SYPL1	11.34
TECTB	1.00
TRPM5	6.09
MEF2D	12.23
SLC35B2	10.45
RPE65	0.00
PTGR1	9.42
PXMP2	7.23
GCKR	3.17
SLC23A2	11.69
TASP1	8.90
GNL2	12.68
C16orf46	5.73
FOXQ1	11.25
PDE6D	7.14
MRPL24	11.12
HIC1	9.20
MYO1F	7.84
LRRC6	0.00
CELA1	5.52
PKHD1L1	7.11
MYL1	1.58
RRS1	11.54
USP19	12.92
USF1	9.93
SLC37A2	7.48
GRIN2C	2.00
TMEM211	0.00
CAPN13	7.36
UACA	11.59
NUP35	7.52
SYNJ2BP	11.28
GNGT1	3.46
H2AFX	10.05
RXFP2	2.58
ANTXR2	10.65
PSMD14	10.57
LTB4R2	7.60
OR10S1	0.00
CNP	9.72
HIST1H3F	10.30
CLN5	10.44
MYH1	3.46
SNX33	11.06
AHNAK	17.21
RPS23	13.35
ENPP3	7.23
ABCA7	10.29
MOB1A	13.10
GALNT12	6.25
ABCD1	8.90
RNF148	0.00
AZI2	11.13
TAS1R2	3.00
DDHD1	10.93
MRM1	8.12
LSG1	11.20
PDSS2	7.99
ARL6	7.46
TEKT1	0.00
PTTG1IP	14.13
CREB1	11.70
ZNF770	8.23
BLVRA	8.29
UCHL3	10.15
CES4A	0.00
FGF23	2.32
MICAL1	9.94
OR5AU1	3.81
C8orf74	0.00
RPA3	7.14
GCA	8.09
NPB	2.32
SCGB3A2	1.00
PLD4	6.91
CRAMP1	10.83
DAD1	12.19
PCDH12	7.31
CD8A	7.89
NOCT	15.75
FBXO28	10.63
SLC51A	4.17
TRIM65	8.18
OR1L6	0.00
INCA1	6.09
HAVCR2	7.80
LMF2	11.00
CYP2F1	12.04
SIK2	11.40
MARCH11	0.00
RIC8A	11.13
MXD3	6.38
PPP1R14C	4.58
POF1B	9.87
XRN1	10.99
PREP	11.35
BHMT	4.00
RBKS	6.39
STRBP	11.74
GATA1	0.00
ART4	9.44
PAOX	8.39
CYFIP2	10.46
ALG6	8.30
LRRTM2	8.07
AKAP6	7.23
FAM90A1	3.46
HEYL	8.02
CILP	4.81
RPS15A	13.47
TARBP2	9.01
